GP_CODE,GP_NAME,SUB_ICB_LOCATION_CODE,SUB_ICB_LOCATION_NAME,ICB_CODE,ICB_NAME,Model_Type,Validation_MAPE,Validation_RMSE,Avg_Monthly_Forecast
F84620,THE WICK HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.934484212177857,346.97269759634975,5135.364782640965
F84621,SANDRINGHAM PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,2.381787901245126,65.8588509850425,1949.3399455265608
F84632,THE GREENHOUSE WALK-IN,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.511294665696866,72.46087948366956,794.9563430425129
F84635,SHOREDITCH PARK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.093848922439685,214.7269181874195,3061.854803273423
F84636,THE SURGERY (BARRETTS GROVE),A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.736370397124979,138.8446359482539,1999.7199354398972
F84640,THE NEAMAN PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.303819266931937,420.5617567593894,3417.955635574539
F84641,BIRCHDALE ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.889700797998395,91.58854870100639,1271.343840019971
F84642,LUCAS AVENUE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.298735874474382,647.3479627077011,5736.335567434834
F84647,ROSERTON STREET SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.005448265460165,407.1734885540808,6440.040473430145
F84656,DOCKLANDS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.752125632719081,360.70038304647466,4138.70172421816
F84658,SANGAM PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.067095413021207,501.45741053116075,3837.7826568431174
F84660,DR CM PATEL'S SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,3.5022418767189403,63.98439090428402,1059.8575741579764
F84666,THE RUIZ MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.115450584112388,186.55329726547302,1987.9638600663638
F84669,CENTRAL PARK SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.1336783662947365,224.45241151280675,2934.6995128126487
F84670,WESTBURY ROAD MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,4.170069044003604,159.76389350530667,2931.8496109657813
F84672,FIRST 4 HEALTH GROUP - E7 HEALTH,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.132592501460222,197.88702026634775,2527.6690160380463
F84677,EAST END MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,11.888457449474677,385.04973898720044,2880.99325691838
F84681,BALAAM STREET PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.553058212325245,463.0343645622416,4287.806575486703
F84692,THE HOXTON SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.955787142397589,205.6738174389121,2341.378806705674
F84694,THE SURGERY (BROOKE ROAD),A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,2.91911945614218,52.86589021771518,1592.9184401170507
F84696,TREDEGAR PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.7056109849774765,202.42746480497374,2079.0458389939154
F84698,ABERFELDY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.714275457223666,813.7310858464806,6967.510974824038
F84717,ROYAL DOCKS MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.657469276972506,388.9544593080628,4181.623037397535
F84719,LATIMER HEALTH CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.435789471343776,155.07501020706925,1851.7162142270279
F84720,HEALY MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.412936767637504,316.5434952788944,4209.377323114424
F84724,WOODGRANGE MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.574030843056574,776.2726879277748,7279.228983645932
F84730,THE VICARAGE LANE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.322002369722416,257.3513027750839,2625.3390376333796
F84731,ST. KATHERINE'S DOCK PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.430421969097665,185.50054386291623,676.3900162814624
F84733,HEALTH E1,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.218046707484543,92.03495930988679,1042.4927324645785
F84735,THE AZAD PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.513365925147317,209.34642703418902,3347.5207402166434
F84739,E12 MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.463384230025195,362.06986988635185,2199.176015676257
F84740,NEWHAM TRANSITIONAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.892083110008288,282.24922941018576,1918.465708651859
F84741,PLASHET HARMONY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.48746353715397,155.47259688744072,1035.831816027214
F84747,THE BARKANTINE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.40746089138727,1103.0487142766701,7508.806283005601
F84749,CARPENTERS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,22.111832056922545,1659.178915597515,8570.203263543202
F85002,MEDICUS HEALTH PARTNERS,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,7.088761282756136,2796.0048600361206,31943.618605962576
F85004,EAGLE HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,5.136720024279414,362.118238072781,5552.948935484187
F85007,LAWRENCE HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.000566220071311,419.6730477267775,6332.333365408912
F85008,STAUNTON GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,14.367506106951152,876.2455012608165,4380.725904887376
F85010,KEATS SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.25665357465934,175.55651806024548,1203.449238972459
F85013,TYNEMOUTH MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,5.714198617858593,145.27845162257566,2554.825125735352
F85014,HIGHGATE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,7.7161406361359,521.0687448268842,4406.261251349824
F85016,COCKFOSTERS MEDICAL CTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,7.412131461263151,178.92280399215986,2150.1809059459897
F85017,CHARLTON HOUSE MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.209824878689828,354.9348484382178,3584.1413080633133
F85019,MORRIS HOUSE GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,16.695035301899175,741.96130511627,3872.56548333239
F85020,THE WOODBERRY PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.212854009988461,465.45467608500354,6473.709018562008
F85023,THE ORDNANCE UNITY CENTRE FOR HEALTH,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,5.701351169236791,352.25952664582235,4611.670313315874
F85025,WHITE LODGE MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,14.981634712778815,885.0045526958081,4017.000607350555
F85028,BRUCE GROVE PRIMARY HEALTH CARE CTR,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,13.60801783957396,364.5817896977676,2498.385240388642
F85029,ABERNETHY HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,12.206155227848017,468.49902016879895,3908.326847136417
F85030,SOMERSET GARDENS FAMILY HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,12.463855342914394,637.445435782261,5089.398188251579
F85031,WESTBURY MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,5.223453796239271,203.30796144064243,3222.436749840246
F85032,SOUTHGATE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.721154050321006,390.3325983728033,2704.3732883152084
F85033,WINCHMORE HILL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.479592485951802,564.3647623928027,6781.347335425485
F85034,ARCADIAN GARDENS SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,14.273694160275689,515.3228381355102,2546.3880727573587
F85035,HIGHLANDS PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,11.940303178854794,425.9220541456377,4017.54707572659
F85039,RAINBOW PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,7.457302261916545,159.02896045289452,1673.059974069326
F85044,BOUNCES ROAD SURGERY LTD,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,11.859992941283345,329.8721155015303,2514.2666753139642
F85046,HORNSEY PARK SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,9.276506204408301,306.9839318481168,2583.848439970735
F85058,NIGHTINGALE HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.74690980544795,179.52800202696685,2537.4166860163377
F85060,HAVERGAL SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,4.594257238956737,141.9937024359158,2381.43967043342
F85061,CHRISTCHURCH HALL SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,8.804493066964977,70.29485423366282,776.5608063927992
F85063,THE MUSWELL HILL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.191281707346027,513.01249718821,5575.50179737002
F85064,HIGH ROAD SURGERY (STUART CRESCENT HC),93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,13.979642614015544,439.4639557734689,2791.9485915857845
F85065,STUART CRESCENT MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,5.445642287315346,85.62029555786062,1285.1642811642541
F85066,BOUNDS GREEN GROUP PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.652835051330587,888.5357600136557,5528.926728429872
F85067,THE 157 MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,17.255906066371377,445.9388696530975,1756.2464783052628
F85069,CROUCH HALL ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,11.899061153870662,609.4141073779141,5280.9755866720725
F85072,GROVELANDS MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.229737619125815,251.721893276194,3251.5837324060503
F85615,TOTTENHAM HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,13.084894042406582,232.27642506942857,1810.9407433680715
F85623,GROVE ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,8.401259178901118,120.388569380209,1414.7582684138915
F85625,BINCOTE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,8.476770898743037,322.79669422978145,2255.2056761476256
F85628,"WELBOURNE GP SURGERY, WELBOURNE H C",93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,8.272200587409358,291.98024116277,3439.165956100787
F85634,EAST ENFIELD MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,9.478514316275833,266.11345905562007,1713.9213001999433
F85640,CHESHIRE ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,3.81544874826908,95.21379556871688,2100.3554860300083
F85642,THE NORTH LONDON HEALTH CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,16.3441761713133,378.5083463972875,2122.2412363521908
F85650,MORECAMBE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,12.690433019384717,352.487819250119,1993.5533783951023
F85663,LATYMER ROAD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.697387314086276,203.76292539778805,1567.9739487158697
F85666,DR ME SILVER'S PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.749499470607239,168.68480340872458,1418.6376989214414
F85669,WEST GREEN SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,14.104051568848828,1018.6976126841224,7336.931811788535
F85675,THE ALEXANDRA SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,11.735748593595584,264.3098923342637,2123.6817463418474
F85678,THE TOWN SURGERY LTD,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,7.64783606045364,105.06350913012528,1239.5318468504854
F85682,CHALFONT SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,4.629153249315383,150.1814601639871,2716.796747914042
F85687,OAKWOOD MEDICAL CENTRE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,8.968476563764098,284.3641971682801,2732.52385025428
F85688,RUTLAND HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,8.913127833456658,587.4277878942141,5630.206086649386
F85697,THE OLD SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,23.360770486855245,308.5686452894609,1638.2156843005998
F85700,ARNOS GROVE MEDICAL CENTR,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,10.752373673815558,130.5077622507658,1097.076671084049
F85701,GILLAN HOUSE SURGERY,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.844125763876191,339.38562368877274,4083.9996204449785
F85705,JS MEDICAL PRACTICE,93C,NHS North Central London ICB - 93C,QMJ,NHS North Central London Integrated Care Board,SARIMA,6.853340195667693,547.2999290438403,5194.7720112445395
F86001,THE FIRS,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.920653361466574,272.97482740579846,3286.056293138241
F86005,THE PENRHYN SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.676176292549329,342.5328734954408,2797.5657228845407
F86006,SEYMOUR MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,4.99308130043077,130.8382890948199,2332.9012434997235
F86007,THE FOREST EDGE PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.126141471991481,848.4234539897351,6205.524527476499
F86008,GANTS HILL MED CTR & THE REDBRIDGE SURG,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.09322100350754,320.8786250860185,4549.625858044768
F86009,THE PALMS MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,11.733313418751335,430.1403169760436,2850.8474692780255
F86010,FULLWELL CROSS MED. CTR.,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.059913934819602,461.641229692439,5158.170760655345
F86011,THE MANOR PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.955790584572383,254.15908244884662,2934.588737102255
F86012,RYDAL,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.83019355753424,697.216548101177,3672.909537813659
F86013,THE BROADWAY SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,14.12299894397662,303.4431504950966,1619.2849799746036
F86020,GLEBELANDS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,20.516110844480576,694.323183746751,2338.094055158726
F86022,ILFORD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.585567707946088,733.2503958044383,7746.253528209854
F86023,THE EVERGREEN SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,20.949921197736764,835.8245553442896,2446.797574978975
F86025,OAK TREE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.793917464180101,756.9685155873831,6838.187496537546
F86028,CHADWELL HEATH SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,5.770192044918034,328.1057017877809,3977.0285894816006
F86030,QUEENS ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.451393661223946,212.65942608677742,2772.452890252918
F86032,WANSTEAD PLACE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.656462048676223,488.4810311575699,3348.917999851508
F86034,"GREEN LANE, GOODMAYES MEDICAL PRACTICE",A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,20.983904630034868,577.928187226787,1776.5475311216212
F86036,THE ALLUM MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.894287850117545,707.7639832247891,5892.737826300242
F86038,SMA MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.087829609533216,697.7197319566184,3065.969427818767
F86040,DR A ARIF,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.972378189725698,255.5358723928963,2172.4599012419276
F86042,BALFOUR ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,8.772441621133382,279.21735722029297,2972.2903512602184
F86044,CRAWLEY ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.281197216859915,212.52138588594195,2118.579554137532
F86045,HIGH ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,17.24765535976831,95.16200470411376,574.6263505170714
F86057,THE WILLOWS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,11.550684638971246,583.634618634294,5244.7041765528575
F86058,ST JAMES MEDICAL PRACTICE LIMITED,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,17.125365590539975,686.7272900269052,2916.4480965526304
F86060,NEWBURY GROUP PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.7943571666635,1375.9155929525248,6596.643687235296
F86062,GROVE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.679820268953653,232.67397791697368,1915.0970084634102
F86066,SOUTHDENE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.382817763340294,212.40018630244026,3191.888632455995
F86074,LEYTON HEALTHCARE 4TH FLOOR,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.728491882393536,439.03414257345355,5041.535036994855
F86078,THE RIDGEWAY SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.539203143777552,383.158031724074,2147.8711183543087
F86081,KENWOOD MEDICAL,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.646422326849282,331.30140663229747,2743.128061439855
F86082,ILFORD LANE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.026686904584713,304.31422428970734,3036.8461823423645
F86083,THE EASTERN AVENUE MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.21389432345038,427.9691773564106,1967.4444558336018
F86085,HAINAULT SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.769653761093019,100.18249491870151,1015.7065410419945
F86086,DR DHITAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.327771699641952,181.9905982122887,1312.6253581943934
F86087,GOODMAYES MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.06822669224691,241.22499561621848,2019.613819015448
F86088,THE LYNDHURST SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.15206427645237,158.35523885722998,1032.5480202181357
F86607,ADDISON ROAD MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,14.216600976660132,995.5121239480028,5931.794804919328
F86616,THE OLD CHURCH SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.035653655416418,398.7300133743128,2738.402667126596
F86621,DR MOHAMMED GREEN MAN MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.17573771642456,463.3443934750557,2042.922318105883
F86624,THE HEATHCOTE PRIMARY CARE CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,13.732339591127655,253.45520829302097,1102.9371046268548
F86626,DR SHANTIR PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.780888734947306,177.932984763818,2053.777234947148
F86627,CHURCHILL MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.026624210394479,747.1365418121294,4205.959405267633
F86637,SEVEN KINGS PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.624019744572594,248.36741574862862,2343.0095059502723
F86638,THE MICROFACULTY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.84362328155294,221.86521495736835,1382.337512546508
F86641,THE SHRUBBERIES MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.779570988324549,462.462885792257,2862.793733054816
F86644,WALTHAM FOREST COMM & FAM HTH SERV LTD,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,10.566091618135944,376.46521223733896,3023.2511257313904
F86650,LIME TREE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.98144194145494,299.77709558904183,2737.119992071599
F86652,THE DRIVE SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,12.122385486349112,514.0928726780419,3053.2075658073263
F86657,YORK ROAD SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.535553075729352,265.8665843105952,3465.8553637494056
F86658,QUEEN MARY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,19.1871512858975,537.1400566539777,1836.1260392315025
F86664,LARKSHALL MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.427536015486936,398.6154049351681,2579.718849393228
F86666,HARROW ROAD GP CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,4.796239054235044,616.1978921930558,8984.713431774704
F86689,THE BAILEY PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.351843488367675,94.48482411425245,1149.4217234050213
F86691,CLAYHALL CLINIC,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,7.765737490473512,484.13858163461117,5013.807015437352
F86692,MATHUKIA'S SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,6.063380881130772,366.7962625034207,4602.415090189665
F86696,FRANCIS ROAD MEDICAL CENTRE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,9.860515678362002,183.3656388296942,1652.4418857422932
F86700,KINGS HEAD MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,16.633421360119975,157.52262976873894,538.1136502612147
F86701,KIYANI MEDICAL PRACTICE,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,14.97383613874416,219.92268139707798,1301.0322313528234
F86702,ST CLEMENT'S SURGERY,A3A8R,NHS North East London ICB - A3A8R,QMF,NHS North East London Integrated Care Board,SARIMA,15.304379573712392,224.91483897316124,1591.6047299211593
